index,word,emoji1,emoji2,description
1078,mammal,🐳,🐇,Spouting Whale and Rabbit evoke the core meaning or feeling behind 'mammal'
1079,man,👨,👨,Man and Man evoke the core meaning or feeling behind 'man'
1080,manage,🧑,📊,Adult and Bar Chart evoke the core meaning or feeling behind 'manage'
1081,mandate,👔,📅,Necktie and Calendar evoke the core meaning or feeling behind 'mandate'
1082,mango,🥭,🥭,Mango and Mango evoke the core meaning or feeling behind 'mango'
1083,mansion,🏰,🏠,European Castle and House Building evoke the core meaning or feeling behind 'mansion'
1084,manual,📖,🛠,Open Book plus Hammer and Wrench form a recognizable group, reinforcing the idea of 'manual'
1085,maple,🍁,🌳,Maple Leaf with Deciduous Tree together illustrate movement or relation, pointing to 'maple'
1086,marble,🏛,⚪,Classical Building and Medium White Circle evoke the core meaning or feeling behind 'marble'
1087,march,🚶,📅,Pedestrian and Calendar evoke the core meaning or feeling behind 'march'
1088,margin,📉,📐,Chart with Downwards with Triangular Ruler together illustrate movement or relation, pointing to 'margin'
1089,marine,⚓,🐬,Anchor and Dolphin evoke the core meaning or feeling behind 'marine'
1090,market,🛒,📈,Shopping Trolley with Chart with Upwards together illustrate movement or relation, pointing to 'market'
1091,marriage,💍,❤,Ring and Heavy Black Heart evoke the core meaning or feeling behind 'marriage'
1092,mask,🎭,😷,Performing Arts and Face with Medical evoke the core meaning or feeling behind 'mask'
1093,mass,🌍,⚖,Earth Globe Europe-africa and Scales evoke the core meaning or feeling behind 'mass'
1094,master,👑,📚,Crown plus Books form a recognizable group, reinforcing the idea of 'master'
1095,match,🎾,🔥,Tennis Racquet and plus Fire form a recognizable group, reinforcing the idea of 'match'
1096,material,🧵,🪡,Spool of Thread and Sewing Needle evoke the core meaning or feeling behind 'material'
1097,math,➕,➗,Heavy Plus Sign and Heavy Division Sign evoke the core meaning or feeling behind 'math'
1098,matrix,🔢,🕸,Input Symbol For and Spider Web evoke the core meaning or feeling behind 'matrix'
1099,matter,🌌,⚛,Milky Way and Atom Symbol evoke the core meaning or feeling behind 'matter'
1100,maximum,📈,🚀,Chart with Upwards with Rocket together illustrate movement or relation, pointing to 'maximum'
1101,maze,🌀,🗺,Cyclone with World Map together illustrate movement or relation, pointing to 'maze'
1102,meadow,🌾,🌼,Ear of Rice and Blossom evoke the core meaning or feeling behind 'meadow'
1103,mean,➖,😠,Heavy Minus Sign and Angry Face evoke the core meaning or feeling behind 'mean'
1104,measure,📏,⚖,Straight Ruler and Scales evoke the core meaning or feeling behind 'measure'
1105,meat,🍖,🥩,Meat on Bone and Cut of Meat evoke the core meaning or feeling behind 'meat'
1106,mechanic,🚗,🔧,Automobile plus Wrench form a recognizable group, reinforcing the idea of 'mechanic'
1107,medal,🥇,🏅,First Place Medal and Sports Medal evoke the core meaning or feeling behind 'medal'
1108,media,📺,🎙,Television and Studio Microphone hint at sound or naming cues associated with 'media'
1109,melody,🎼,🎶,Musical Score and Multiple Musical Notes hint at sound or naming cues associated with 'melody'
1110,melt,🧊,🔥,Ice Cube plus Fire form a recognizable group, reinforcing the idea of 'melt'
1111,member,👤,👥,Bust in Silhouette and Busts in Silhouette evoke the core meaning or feeling behind 'member'
1112,memory,🧠,💾,Brain plus Floppy Disk form a recognizable group, reinforcing the idea of 'memory'
1113,mention,💬,📢,Speech Balloon and Public Address Loudspeaker hint at sound or naming cues associated with 'mention'
1114,menu,📋,🍴,Clipboard and Fork and Knife evoke the core meaning or feeling behind 'menu'
1115,mercy,🙏,💖,Person with Folded and Sparkling Heart evoke the core meaning or feeling behind 'mercy'
1116,merge,🔀,🤝,Twisted Rightwards Arrows with Handshake together illustrate movement or relation, pointing to 'merge'
1117,merit,🏆,⭐,Trophy and White Medium Star evoke the core meaning or feeling behind 'merit'
1118,merry,🎄,😀,Christmas Tree plus Grinning Face form a recognizable group, reinforcing the idea of 'merry'
1119,mesh,🕸,🧵,Spider Web and Spool of Thread evoke the core meaning or feeling behind 'mesh'
1120,message,💬,📨,Speech Balloon and Incoming Envelope evoke the core meaning or feeling behind 'message'
1121,metal,⛓,🧲,Chains and Magnet evoke the core meaning or feeling behind 'metal'
1122,method,📚,📝,Books plus Memo form a recognizable group, reinforcing the idea of 'method'
1123,middle,➗,📍,Heavy Division Sign and Round Pushpin evoke the core meaning or feeling behind 'middle'
1124,midnight,🌙,🕛,Crescent Moon plus Clock Face Twelve form a recognizable group, reinforcing the idea of 'midnight'
1125,milk,🥛,🥛,Glass of Milk and Glass of Milk evoke the core meaning or feeling behind 'milk'
1126,million,🪙,🔢,Coin and Input Symbol For evoke the core meaning or feeling behind 'million'
1127,mimic,🪞,🙂,Mirror and Slightly Smiling Face evoke the core meaning or feeling behind 'mimic'
1128,mind,🧠,✨,Brain plus Sparkles form a recognizable group, reinforcing the idea of 'mind'
1129,minimum,📉,🤏,Chart with Downwards with Pinching Hand together illustrate movement or relation, pointing to 'minimum'
1130,minor,👶,⚠,Baby and Warning Sign evoke the core meaning or feeling behind 'minor'
1131,minute,⏱,🕒,Stopwatch plus Clock Face Three form a recognizable group, reinforcing the idea of 'minute'
1132,miracle,✨,🙏,Sparkles and Person with Folded evoke the core meaning or feeling behind 'miracle'
1133,mirror,🪞,🪞,Mirror and Mirror evoke the core meaning or feeling behind 'mirror'
1134,misery,😢,⛈,Crying Face plus Thunder Cloud and form a recognizable group, reinforcing the idea of 'misery'
1135,miss,🎯,👩,Direct Hit and Woman evoke the core meaning or feeling behind 'miss'
1136,mistake,📜,❌,Scroll with Cross Mark together illustrate movement or relation, pointing to 'mistake'
1137,mix,🔀,🥣,Twisted Rightwards Arrows with Bowl with Spoon together illustrate movement or relation, pointing to 'mix'
1138,mixed,⚖,🔄,Scales with Anticlockwise Downwards and together illustrate movement or relation, pointing to 'mixed'
1139,mixture,🧪,🥛,Test Tube and Glass of Milk evoke the core meaning or feeling behind 'mixture'
1140,mobile,📱,📱,Mobile Phone and Mobile Phone evoke the core meaning or feeling behind 'mobile'
1141,model,🧍,🏆,Standing Person and Trophy evoke the core meaning or feeling behind 'model'
1142,modify,✏,🛠,Pencil plus Hammer and Wrench form a recognizable group, reinforcing the idea of 'modify'
1143,mom,👩,❤,Woman and Heavy Black Heart evoke the core meaning or feeling behind 'mom'
1144,moment,⏳,📸,Hourglass with Flowing and Camera with Flash evoke the core meaning or feeling behind 'moment'
1145,monitor,🖥,👀,Desktop Computer and Eyes evoke the core meaning or feeling behind 'monitor'
1146,monkey,🐒,🐒,Monkey plus Monkey form a recognizable group, reinforcing the idea of 'monkey'
1147,monster,👾,👾,Alien Monster and Alien Monster evoke the core meaning or feeling behind 'monster'
1148,month,📅,🗓,Calendar and Spiral Calendar Pad evoke the core meaning or feeling behind 'month'
1149,moon,🌙,🌙,Crescent Moon and Crescent Moon evoke the core meaning or feeling behind 'moon'
1150,moral,🏙,💡,Cityscape and Electric Light Bulb evoke the core meaning or feeling behind 'moral'
1151,more,🙇,📈,Person Bowing Deeply with Chart with Upwards together illustrate movement or relation, pointing to 'more'
1152,morning,🌅,☕,Sunrise plus Hot Beverage form a recognizable group, reinforcing the idea of 'morning'
1153,mosquito,🦟,🦟,Mosquito and Mosquito evoke the core meaning or feeling behind 'mosquito'
1154,mother,👩,🤰,Woman and Pregnant Woman evoke the core meaning or feeling behind 'mother'
1155,motion,💸,📈,Money with Wings with Chart with Upwards together illustrate movement or relation, pointing to 'motion'
1156,motor,⚙,🚗,Gear plus Automobile form a recognizable group, reinforcing the idea of 'motor'
1157,mountain,🏔,🏔,Snow Capped Mountain plus Snow Capped Mountain form a recognizable group, reinforcing the idea of 'mountain'
1158,mouse,🐭,🖱,Mouse Face plus Three Button Mouse form a recognizable group, reinforcing the idea of 'mouse'
1159,move,🚶,➡,Pedestrian with Black Rightwards Arrow together illustrate movement or relation, pointing to 'move'
1160,movie,🎬,🎥,Clapper Board and Movie Camera evoke the core meaning or feeling behind 'movie'
1161,much,📈,📦,Chart with Upwards with Package together illustrate movement or relation, pointing to 'much'
1162,muffin,🧁,🥮,Cupcake with Moon Cake together illustrate movement or relation, pointing to 'muffin'
1163,mule,🫏,🫏,Symbol and Symbol evoke the core meaning or feeling behind 'mule'
1164,multiply,🔢,✖,Input Symbol For plus Heavy Multiplication X form a recognizable group, reinforcing the idea of 'multiply'
1165,muscle,💪,🦵,Flexed Biceps and Leg evoke the core meaning or feeling behind 'muscle'
1166,museum,🏛,🖼,Classical Building and Frame with Picture evoke the core meaning or feeling behind 'museum'
1167,mushroom,🍄,🍄,Mushroom and Mushroom evoke the core meaning or feeling behind 'mushroom'
1168,music,🎵,🎼,Musical Note and Musical Score hint at sound or naming cues associated with 'music'
1169,must,🙆,😷,Face with Ok and Face with Medical evoke the core meaning or feeling behind 'must'
1170,mutual,🤝,↔,Handshake with Left Right Arrow together illustrate movement or relation, pointing to 'mutual'
1171,myself,🙋,🫵,Happy Person Raising and Index Pointing At evoke the core meaning or feeling behind 'myself'
1172,mystery,🕵,❓,Sleuth Or Spy and Black Question Mark evoke the core meaning or feeling behind 'mystery'
1173,myth,🧙,🐉,Mage and Dragon evoke the core meaning or feeling behind 'myth'
1174,naive,🧠,🐑,Brain plus Sheep form a recognizable group, reinforcing the idea of 'naive'
1175,name,📇,🧾,Card Index plus Receipt form a recognizable group, reinforcing the idea of 'name'
1176,napkin,🤧,🤧,Sneezing Face and Sneezing Face evoke the core meaning or feeling behind 'napkin'
1177,narrow,📏,🔽,Straight Ruler with Down-pointing Small Red together illustrate movement or relation, pointing to 'narrow'
1178,nasty,🤮,🤮,Face with Open and Face with Open evoke the core meaning or feeling behind 'nasty'
1179,nation,🗺,🏛,World Map with Classical Building together illustrate movement or relation, pointing to 'nation'
1180,nature,🌿,🌍,Herb and Earth Globe Europe-africa evoke the core meaning or feeling behind 'nature'
1181,near,📍,✍,Round Pushpin and Writing Hand evoke the core meaning or feeling behind 'near'
1182,neck,👉,🦒,White Right Pointing with Giraffe Face together illustrate movement or relation, pointing to 'neck'
1183,need,⚠,📌,Warning Sign and Pushpin evoke the core meaning or feeling behind 'need'
1184,negative,➖,❌,Heavy Minus Sign with Cross Mark together illustrate movement or relation, pointing to 'negative'
1185,neglect,🚫,👶,No Entry Sign and Baby evoke the core meaning or feeling behind 'neglect'
1186,neither,↔,🙅,Left Right Arrow with Face with No together illustrate movement or relation, pointing to 'neither'
1187,nephew,👦,👨,Boy and Man evoke the core meaning or feeling behind 'nephew'
1188,nerve,🧠,⚡,Brain plus High Voltage Sign form a recognizable group, reinforcing the idea of 'nerve'
1189,nest,🪺,🐣,Nest with Eggs and Hatching Chick evoke the core meaning or feeling behind 'nest'
1190,net,🎣,🕸,Fishing Pole and plus Spider Web form a recognizable group, reinforcing the idea of 'net'
1191,network,🌐,🔗,Globe with Meridians and Link Symbol evoke the core meaning or feeling behind 'network'
1192,neutral,⚖,⚪,Scales and Medium White Circle evoke the core meaning or feeling behind 'neutral'
1193,never,🚫,♾,No Entry Sign and Permanent Paper Sign evoke the core meaning or feeling behind 'never'
1194,news,📰,📺,Newspaper and Television evoke the core meaning or feeling behind 'news'
1195,next,⏭,➡,Black Right-pointing Double with Black Rightwards Arrow together illustrate movement or relation, pointing to 'next'
1196,nice,😊,🌸,Smiling Face with and Cherry Blossom evoke the core meaning or feeling behind 'nice'
1197,night,🌙,🌌,Crescent Moon and Milky Way evoke the core meaning or feeling behind 'night'
1198,noble,👑,⚜,Crown and Fleur-de-lis evoke the core meaning or feeling behind 'noble'
1199,noise,🔊,🙉,Speaker with Three and Hear-no-evil Monkey hint at sound or naming cues associated with 'noise'
1200,nominee,🏅,🧑,Sports Medal and Adult evoke the core meaning or feeling behind 'nominee'
1201,noodle,🍜,🍜,Steaming Bowl and Steaming Bowl evoke the core meaning or feeling behind 'noodle'
1202,normal,📏,🙂,Straight Ruler and Slightly Smiling Face evoke the core meaning or feeling behind 'normal'
1203,north,🧭,⬆,Compass with Upwards Black Arrow together illustrate movement or relation, pointing to 'north'
1204,nose,👃,👃,Nose and Nose evoke the core meaning or feeling behind 'nose'
1205,notable,🌟,📖,Glowing Star plus Open Book form a recognizable group, reinforcing the idea of 'notable'
1206,note,📝,🎶,Memo and Multiple Musical Notes hint at sound or naming cues associated with 'note'
1207,nothing,🚫,⚪,No Entry Sign and Medium White Circle evoke the core meaning or feeling behind 'nothing'
1208,notice,👀,📜,Eyes and Scroll evoke the core meaning or feeling behind 'notice'
1209,novel,📚,✍,Books plus Writing Hand form a recognizable group, reinforcing the idea of 'novel'
1210,now,👉,⏰,White Right Pointing with Alarm Clock together illustrate movement or relation, pointing to 'now'
1211,nuclear,☢,🌋,Radioactive Sign and Volcano evoke the core meaning or feeling behind 'nuclear'
1212,number,🔢,🔢,Input Symbol For and Input Symbol For evoke the core meaning or feeling behind 'number'
1213,nurse,👩,🩻,Woman and X-ray evoke the core meaning or feeling behind 'nurse'
1214,nut,🌰,🥜,Chestnut and Peanuts evoke the core meaning or feeling behind 'nut'
1215,oak,🌳,🪵,Deciduous Tree plus Wood form a recognizable group, reinforcing the idea of 'oak'
1216,obey,🙇,✅,Person Bowing Deeply and White Heavy Check evoke the core meaning or feeling behind 'obey'
1217,object,🎯,📦,Direct Hit and Package evoke the core meaning or feeling behind 'object'
1218,oblige,🤝,❤️,Handshake and Heavy Black Heart evoke the core meaning or feeling behind 'oblige'
1219,obscure,🌫,🙈,Fog plus See-no-evil Monkey form a recognizable group, reinforcing the idea of 'obscure'
1220,observe,👀,🔭,Eyes and Telescope evoke the core meaning or feeling behind 'observe'
1221,obtain,📦,🎯,Package and Direct Hit evoke the core meaning or feeling behind 'obtain'
1222,obvious,👁,✅,Eye and White Heavy Check evoke the core meaning or feeling behind 'obvious'
1223,occur,🕒,⚡,Clock Face Three plus High Voltage Sign form a recognizable group, reinforcing the idea of 'occur'
1224,ocean,🌊,🐋,Water Wave plus Whale form a recognizable group, reinforcing the idea of 'ocean'
1225,october,🎃,🍁,Jack-o-lantern with Maple Leaf together illustrate movement or relation, pointing to 'october'
1226,odor,💨,😷,Dash Symbol and Face with Medical evoke the core meaning or feeling behind 'odor'
1227,off,⛔,🔌,No Entry and Electric Plug evoke the core meaning or feeling behind 'off'
1228,offer,🎁,🤲,Wrapped Present with Palms Up Together together illustrate movement or relation, pointing to 'offer'
1229,office,🏢,🖇,Office Building and Linked Paperclips evoke the core meaning or feeling behind 'office'
1230,often,🔄,📆,Anticlockwise Downwards and with Tear-off Calendar together illustrate movement or relation, pointing to 'often'
1231,oil,🛢,💧,Oil Drum plus Droplet form a recognizable group, reinforcing the idea of 'oil'
1232,okay,👍,✅,Thumbs Up Sign with White Heavy Check together illustrate movement or relation, pointing to 'okay'
1233,old,🦖,💾,T-rex and Floppy Disk evoke the core meaning or feeling behind 'old'
1234,olive,🫒,🫒,Olive and Olive evoke the core meaning or feeling behind 'olive'
1235,olympic,🏅,🏟,Sports Medal and Stadium evoke the core meaning or feeling behind 'olympic'
1236,omit,🚫,📝,No Entry Sign and Memo evoke the core meaning or feeling behind 'omit'
1237,once,🔂,⏳,Clockwise Rightwards and with Hourglass with Flowing together illustrate movement or relation, pointing to 'once'
1238,one,☝️,☝️,White Up Pointing with White Up Pointing together illustrate movement or relation, pointing to 'one'
1239,onion,🧅,🧅,Onion and Onion evoke the core meaning or feeling behind 'onion'
1240,online,🌐,📱,Globe with Meridians and Mobile Phone evoke the core meaning or feeling behind 'online'
1241,only,🚫,👥,No Entry Sign and Busts in Silhouette evoke the core meaning or feeling behind 'only'
1242,open,🔓,🚪,Open Lock plus Door form a recognizable group, reinforcing the idea of 'open'
1243,opera,🎭,🎶,Performing Arts and Multiple Musical Notes hint at sound or naming cues associated with 'opera'
1244,opinion,🧠,💬,Brain plus Speech Balloon form a recognizable group, reinforcing the idea of 'opinion'
1245,oppose,✊,🚫,Raised Fist and No Entry Sign evoke the core meaning or feeling behind 'oppose'
1246,option,✅,❓,White Heavy Check and Black Question Mark evoke the core meaning or feeling behind 'option'
1247,orange,🍊,🍊,Tangerine and Tangerine evoke the core meaning or feeling behind 'orange'
1248,orbit,🌍,🛰,Earth Globe Europe-africa and Satellite evoke the core meaning or feeling behind 'orbit'
1249,orchard,🌳,🍎,Deciduous Tree plus Red Apple form a recognizable group, reinforcing the idea of 'orchard'
1250,order,📜,📦,Scroll and Package evoke the core meaning or feeling behind 'order'
1251,ordinary,🙂,📏,Slightly Smiling Face and Straight Ruler evoke the core meaning or feeling behind 'ordinary'
1252,organ,🎹,🫁,Musical Keyboard and Lungs hint at sound or naming cues associated with 'organ'
1253,orient,🌀,📍,Cyclone and Round Pushpin evoke the core meaning or feeling behind 'orient'
1254,original,🌟,🧬,Glowing Star and Dna Double Helix evoke the core meaning or feeling behind 'original'
1255,orphan,👶,❓,Baby and Black Question Mark evoke the core meaning or feeling behind 'orphan'
1256,ostrich,🐦,🏜,Bird plus Desert form a recognizable group, reinforcing the idea of 'ostrich'
1257,other,🔄,👤,Anticlockwise Downwards and with Bust in Silhouette together illustrate movement or relation, pointing to 'other'
1258,outdoor,🌳,🏞,Deciduous Tree plus National Park form a recognizable group, reinforcing the idea of 'outdoor'
1259,outer,🌌,🚀,Milky Way and Rocket evoke the core meaning or feeling behind 'outer'
1260,output,⬆,💻,Upwards Black Arrow with Personal Computer together illustrate movement or relation, pointing to 'output'
1261,outside,🚪,🌳,Door plus Deciduous Tree form a recognizable group, reinforcing the idea of 'outside'
1262,oval,🏉,🥚,Rugby Football and Egg evoke the core meaning or feeling behind 'oval'
1263,oven,🍞,🔥,Bread plus Fire form a recognizable group, reinforcing the idea of 'oven'
1264,over,⬆,🔁,Upwards Black Arrow with Clockwise Rightwards and together illustrate movement or relation, pointing to 'over'
1265,own,🏠,🔑,House Building plus Key form a recognizable group, reinforcing the idea of 'own'
1266,owner,👤,🏠,Bust in Silhouette and House Building evoke the core meaning or feeling behind 'owner'
1267,oxygen,🫁,💨,Lungs and Dash Symbol evoke the core meaning or feeling behind 'oxygen'
1268,oyster,🦪,💎,Oyster and Gem Stone evoke the core meaning or feeling behind 'oyster'
1269,ozone,🌍,💨,Earth Globe Europe-africa and Dash Symbol evoke the core meaning or feeling behind 'ozone'
1270,pact,🤝,🤝,Handshake and Handshake evoke the core meaning or feeling behind 'pact'
1271,paddle,🛶,🥢,Canoe and Chopsticks evoke the core meaning or feeling behind 'paddle'
1272,page,📄,📖,Page Facing Up with Open Book together illustrate movement or relation, pointing to 'page'
1273,pair,👥,✌️,Busts in Silhouette and Victory Hand evoke the core meaning or feeling behind 'pair'
1274,palace,🏯,🏯,Japanese Castle and Japanese Castle evoke the core meaning or feeling behind 'palace'
1275,palm,🌴,✋,Palm Tree plus Raised Hand form a recognizable group, reinforcing the idea of 'palm'
1276,panda,🐼,🐼,Panda Face plus Panda Face form a recognizable group, reinforcing the idea of 'panda'
1277,panel,🖥,📊,Desktop Computer and Bar Chart evoke the core meaning or feeling behind 'panel'
1278,panic,😱,🔥,Face Screaming in plus Fire form a recognizable group, reinforcing the idea of 'panic'
1279,panther,🐆,⚫,Leopard and Medium Black Circle evoke the core meaning or feeling behind 'panther'
1280,paper,📄,📰,Page Facing Up with Newspaper together illustrate movement or relation, pointing to 'paper'
1281,parade,🥁,🎉,Drum with Drumsticks and Party Popper evoke the core meaning or feeling behind 'parade'
1282,parent,🧑,👶,Adult and Baby evoke the core meaning or feeling behind 'parent'
1283,park,🌳,🎠,Deciduous Tree plus Carousel Horse form a recognizable group, reinforcing the idea of 'park'
1284,parrot,🦜,🦜,Parrot and Parrot evoke the core meaning or feeling behind 'parrot'
1285,party,🎉,🍾,Party Popper and Bottle with Popping evoke the core meaning or feeling behind 'party'
1286,pass,🎫,✅,Ticket and White Heavy Check evoke the core meaning or feeling behind 'pass'
1287,patch,🩹,🧵,Adhesive Bandage and Spool of Thread evoke the core meaning or feeling behind 'patch'
1288,path,🛣,➡,Motorway with Black Rightwards Arrow together illustrate movement or relation, pointing to 'path'
1289,patient,🏥,🧑,Hospital and Adult evoke the core meaning or feeling behind 'patient'
1290,patrol,🚓,👮,Police Car and Police Officer evoke the core meaning or feeling behind 'patrol'
1291,pattern,🧩,💠,Jigsaw Puzzle Piece and Diamond Shape with evoke the core meaning or feeling behind 'pattern'
1292,pause,⏸,✋,Double Vertical Bar and Raised Hand evoke the core meaning or feeling behind 'pause'
1293,pave,🛣,🧱,Motorway and Brick evoke the core meaning or feeling behind 'pave'
1294,payment,💵,🤲,Banknote with Dollar and Palms Up Together hint at sound or naming cues associated with 'payment'
1295,peace,☮,🕊,Peace Symbol and Dove of Peace evoke the core meaning or feeling behind 'peace'
1296,peanut,🥜,🥜,Peanuts and Peanuts evoke the core meaning or feeling behind 'peanut'
1297,pear,🍐,🍐,Pear and Pear evoke the core meaning or feeling behind 'pear'
1298,peasant,👨,🌾,Man and Ear of Rice evoke the core meaning or feeling behind 'peasant'
1299,pelican,🐟,🦢,Fish plus Swan form a recognizable group, reinforcing the idea of 'pelican'
1300,pen,🖊,🖊,Lower Left Ballpoint with Lower Left Ballpoint together illustrate movement or relation, pointing to 'pen'
1301,penalty,🚫,⚽,No Entry Sign and Soccer Ball evoke the core meaning or feeling behind 'penalty'
1302,pencil,✏️,✏️,Pencil and Pencil evoke the core meaning or feeling behind 'pencil'
1303,people,👥,🌎,Busts in Silhouette and Earth Globe Americas evoke the core meaning or feeling behind 'people'
1304,pepper,🌶,🫑,Hot Pepper and Bell Pepper evoke the core meaning or feeling behind 'pepper'
1305,perfect,✅,🌟,White Heavy Check and Glowing Star evoke the core meaning or feeling behind 'perfect'
1306,permit,🪪,📜,Identification Card plus Scroll form a recognizable group, reinforcing the idea of 'permit'
1307,person,👴,👥,Older Man and Busts in Silhouette evoke the core meaning or feeling behind 'person'
1308,pet,🐾,🐕,Paw Prints plus Dog form a recognizable group, reinforcing the idea of 'pet'
1309,phone,📱,📞,Mobile Phone and Telephone Receiver evoke the core meaning or feeling behind 'phone'
1310,photo,📸,📸,Camera with Flash and Camera with Flash evoke the core meaning or feeling behind 'photo'
1311,phrase,💬,📖,Speech Balloon plus Open Book form a recognizable group, reinforcing the idea of 'phrase'
1312,physical,🏋,🫀,Weight Lifter and Anatomical Heart evoke the core meaning or feeling behind 'physical'
1313,piano,🎹,🎹,Musical Keyboard and Musical Keyboard hint at sound or naming cues associated with 'piano'
1314,picnic,🧺,🍇,Basket and Grapes evoke the core meaning or feeling behind 'picnic'
1315,picture,🖼,🖼,Frame with Picture and Frame with Picture evoke the core meaning or feeling behind 'picture'
1316,piece,🧩,🧩,Jigsaw Puzzle Piece and Jigsaw Puzzle Piece evoke the core meaning or feeling behind 'piece'
1317,pig,🐖,🐖,Pig plus Pig form a recognizable group, reinforcing the idea of 'pig'
1318,pigeon,🐦,🕊,Bird plus Dove of Peace form a recognizable group, reinforcing the idea of 'pigeon'
1319,pill,💊,💊,Pill and Pill evoke the core meaning or feeling behind 'pill'
1320,pilot,👨,✈,Man and Airplane evoke the core meaning or feeling behind 'pilot'
1321,pink,🩷,🌸,Symbol and Cherry Blossom evoke the core meaning or feeling behind 'pink'
1322,pioneer,🚶,🎒,Pedestrian and School Satchel evoke the core meaning or feeling behind 'pioneer'
1323,pipe,🪈,💨,Symbol and Dash Symbol evoke the core meaning or feeling behind 'pipe'
1324,pistol,💥,🔫,Collision Symbol and Pistol evoke the core meaning or feeling behind 'pistol'
1325,pitch,🎤,🎶,Microphone and Multiple Musical Notes hint at sound or naming cues associated with 'pitch'
1326,pizza,🍕,🍕,Slice of Pizza and Slice of Pizza evoke the core meaning or feeling behind 'pizza'
1327,place,📍,🏠,Round Pushpin and House Building evoke the core meaning or feeling behind 'place'
1328,planet,🌎,🌍,Earth Globe Americas and Earth Globe Europe-africa evoke the core meaning or feeling behind 'planet'
1329,plastic,🛢️,♻️,Oil Drum and Black Universal Recycling evoke the core meaning or feeling behind 'plastic'
1330,plate,🍽,🍽,Fork and Knife and Fork and Knife evoke the core meaning or feeling behind 'plate'
1331,play,▶️,▶️,Black Right-pointing Triangle with Black Right-pointing Triangle together illustrate movement or relation, pointing to 'play'
1332,please,🙏,🙄,Person with Folded and Face with Rolling evoke the core meaning or feeling behind 'please'
1333,pledge,💯,📊,Hundred Points Symbol and Bar Chart evoke the core meaning or feeling behind 'pledge'
1334,pluck,🎸,✂,Guitar and Black Scissors evoke the core meaning or feeling behind 'pluck'
1335,plug,🔳,🔌,White Square Button and Electric Plug evoke the core meaning or feeling behind 'plug'
1336,plunge,🤽,🏊,Water Polo plus Swimmer form a recognizable group, reinforcing the idea of 'plunge'
1337,poem,📜,🗣,Scroll and Speaking Head in evoke the core meaning or feeling behind 'poem'
1338,poet,🧑,📜,Adult and Scroll evoke the core meaning or feeling behind 'poet'
1339,point,👉,👈,White Right Pointing with White Left Pointing together illustrate movement or relation, pointing to 'point'
1340,polar,🥶,🐻,Freezing Face plus Bear Face form a recognizable group, reinforcing the idea of 'polar'
1341,pole,💈,🎣,Barber Pole plus Fishing Pole and form a recognizable group, reinforcing the idea of 'pole'
1342,police,🚓,🚓,Police Car and Police Car evoke the core meaning or feeling behind 'police'
1343,pond,💦,🌊,Splashing Sweat Symbol plus Water Wave form a recognizable group, reinforcing the idea of 'pond'
1344,pony,🐴,🐴,Horse Face plus Horse Face form a recognizable group, reinforcing the idea of 'pony'
1345,pool,🏊,💦,Swimmer and Splashing Sweat Symbol evoke the core meaning or feeling behind 'pool'
1346,popular,🌟,👥,Glowing Star and Busts in Silhouette evoke the core meaning or feeling behind 'popular'
1347,portion,🥧,📏,Pie and Straight Ruler evoke the core meaning or feeling behind 'portion'
1348,position,📍,🧭,Round Pushpin with Compass together illustrate movement or relation, pointing to 'position'
1349,possible,🤔,💭,Thinking Face and Thought Balloon evoke the core meaning or feeling behind 'possible'
1350,post,📮,📮,Postbox and Postbox evoke the core meaning or feeling behind 'post'
1351,potato,🥔,🥔,Potato and Potato evoke the core meaning or feeling behind 'potato'
1352,pottery,🫖,🏺,Teapot and Amphora evoke the core meaning or feeling behind 'pottery'
1353,poverty,💸,💔,Money with Wings and Broken Heart evoke the core meaning or feeling behind 'poverty'
1354,powder,❄️,❄️,Snowflake plus Snowflake form a recognizable group, reinforcing the idea of 'powder'
1355,power,💪,⚡,Flexed Biceps and High Voltage Sign evoke the core meaning or feeling behind 'power'
1356,practice,📝,🎯,Memo and Direct Hit evoke the core meaning or feeling behind 'practice'
1357,praise,👏,🙏,Clapping Hands Sign and Person with Folded evoke the core meaning or feeling behind 'praise'
1358,predict,🔮,📈,Crystal Ball with Chart with Upwards together illustrate movement or relation, pointing to 'predict'
1359,prefer,👉,👍,White Right Pointing with Thumbs Up Sign together illustrate movement or relation, pointing to 'prefer'
1360,prepare,🛠,📦,Hammer and Wrench plus Package form a recognizable group, reinforcing the idea of 'prepare'
1361,present,🎁,📅,Wrapped Present and Calendar evoke the core meaning or feeling behind 'present'
1362,pretty,🌸,😊,Cherry Blossom and Smiling Face with evoke the core meaning or feeling behind 'pretty'
1363,prevent,🚫,🛡,No Entry Sign and Shield evoke the core meaning or feeling behind 'prevent'
1364,price,💵,🏷,Banknote with Dollar and Label hint at sound or naming cues associated with 'price'
1365,pride,🦁,🏆,Lion Face and Trophy evoke the core meaning or feeling behind 'pride'
1366,primary,📘,🥇,Blue Book plus First Place Medal form a recognizable group, reinforcing the idea of 'primary'
1367,print,🖨,📄,Printer with Page Facing Up together illustrate movement or relation, pointing to 'print'
1368,priority,🥇,⏱,First Place Medal and Stopwatch evoke the core meaning or feeling behind 'priority'
1369,prison,🏚,🔒,Derelict House Building plus Lock form a recognizable group, reinforcing the idea of 'prison'
1370,private,🔒,🙈,Lock plus See-no-evil Monkey form a recognizable group, reinforcing the idea of 'private'
